"Origin Airport","Destination Airport","Operating Airline","Year","Month","Airline Share","Passengers","PPDEW","Load Factor","ASK (Millions)","RPK (Millions)","OD Avg. Base Fare(USD)","OD Base Revenue(USD)","OD Avg. Total Fare(USD)","OD Total Revenue(USD)","Leg Avg. Base Fare (USD) Stline","Leg Base Revenue (USD) Stline","Leg Avg. Total Fare (USD) Stline","Leg Total Revenue (USD) Stline","Flow Share","Departures","Yield(Cent/KM)","Distance (km)"
"SIN","PER","SQ","2019","3","55.75","25176.22","812.1","68.94","142.81","98.46","439.69","11069817","501.75","12632162","263.82","6642103","301.73","7596373","67.76","124","6.75","3911"
"SIN","PER","TR","2019","3","29.04","13113","423","94.01","54.55","51.28","157.79","2069057","214.42","2811631","155.35","2037127","211.25","2770169","3.02","40","3.97","3911"
"SIN","PER","QF","2019","3","15.15","6841.45","220.7","81.16","32.96","26.75","386.47","2644002","471.86","3228232","261.09","1786252","314.23","2149774","42.27","31","6.68","3911"
"SIN","PER","EK","2019","3","0.05","20.47","0.7",,"0","0.08","331.5","6786","373.2","7639","331.5","6786","373.2","7639","0","0","8.48","3911"
"SIN","PER","UL","2019","3","0.01","6.13","0.2",,"0","0.02","525.71","3223","905.75","5552","263.29","1614","453.62","2781","100","0","6.73","3911"
"SIN","PER","BA","2019","3","0.01","3.34","0.1",,"0","0.01","65.51","219","133.57","446","65.51","219","133.57","446","-0.09","0","1.68","3911"
"SIN","PER","AY","2019","3","0","1.83","0.1",,"0","0.01","140.74","258","164.03","300","140.74","258","164.03","300","0.04","0","3.6","3911"
"SIN","PER","SQ","2019","4","61.37","25604.37","853.5","72.45","138.2","100.13","465.35","11914948","529.6","13560048","277.65","7109040","315.15","8069129","69.32","120","7.1","3911"
"SIN","PER","TR","2019","4","24.55","10242.24","341.4","93.99","42.61","40.05","199.02","2038408","255.94","2621404","196.7","2014688","252.92","2590469","2.85","35","5.03","3911"
"SIN","PER","QF","2019","4","13.96","5825.3","194.2","71.66","31.79","22.78","465.81","2713488","552.42","3217984","327.05","1905169","379.34","2209779","37.4","30","8.36","3911"
"SIN","PER","EK","2019","4","0.06","24.59","0.8",,"0","0.1","188.46","4634","240.14","5905","172.38","4239","218.42","5371","6.45","0","4.41","3911"
"SIN","PER","BA","2019","4","0.03","12.33","0.4",,"0","0.05","217.78","2685","263.69","3251","217.78","2685","263.69","3251","-0.02","0","5.57","3911"
"SIN","PER","EI","2019","4","0.01","2.75","0.1",,"0","0.01","153.71","423","208","572","153.71","423","208","572","0","0","3.93","3911"
"SIN","PER","SY","2019","4","0.01","2.61","0.1",,"0","0.01","212.45","555","268.93","702","166.05","433","210.2","549","100","0","4.25","3911"
"SIN","PER","ET","2019","4","0.01","2.14","0.1",,"0","0.01","4161.48","8906","5387.36","11529","1085.49","2323","1405.25","3007","100","0","27.76","3911"
"SIN","PER","GG","2019","4","0","1.4","0",,"0","0.01","991.09","1388","1040.37","1457","991.09","1388","1040.37","1457","-0.05","0","25.34","3911"
"SIN","PER","XX","2019","4","0","1.4","0",,"0","0.01","217.83","305","263.75","369","217.83","305","263.75","369","-0.05","0","5.57","3911"
"SIN","PER","JL","2019","4","0","1.36","0",,"0","0.01","217.83","296","263.76","359","217.83","296","263.76","359","-0.05","0","5.57","3911"
"SIN","PER","SQ","2019","5","67.23","25889.44","835.1","70.9","142.81","101.25","462.38","11970841","525.24","13598216","270.82","7011412","308.84","7995615","69.39","124","6.93","3911"
"SIN","PER","QF","2019","5","17.61","6783.12","218.8","81.46","32.57","26.53","384.27","2606581","469.98","3187960","238.46","1617529","289.11","1961062","39.23","31","6.1","3911"
"SIN","PER","TR","2019","5","15.1","5815.77","187.6","93.97","24.2","22.74","110.14","640524","165.54","962752","106.75","620816","161.02","936444","3.37","20","2.73","3911"
"SIN","PER","EK","2019","5","0.03","10.97","0.4",,"0","0.04","275.61","3023","381.58","4186","108.73","1193","149.44","1639","54.28","0","2.78","3911"
"SIN","PER","JQ","2019","5","0.02","6.21","0.2",,"0","0.02","291.77","1812","372.15","2311","204.21","1268","260.46","1617","100","0","5.22","3911"
"SIN","PER","ZZ","2019","5","0","1.69","0.1",,"0","0.01","1015.32","1716","1065","1800","1015.32","1716","1065","1800","-0.23","0","25.96","3911"
"SIN","PER","XX","2019","5","0","1.69","0.1",,"0","0.01","176.08","298","220.87","373","176.08","298","220.87","373","-0.23","0","4.5","3911"
"SIN","PER","9W","2019","5","0","1.58","0.1",,"0","0.01","175.87","278","220.6","349","175.87","278","220.6","349","-0.11","0","4.5","3911"
"SIN","PER","SQ","2019","6","57.94","21344.62","711.5","58.92","141.67","83.47","453.18","9673051","517.63","11048670","267.29","5705165","306.28","6537347","62.08","120","6.83","3911"
"SIN","PER","TR","2019","6","28.44","10477.85","349.3","91.64","44.72","40.98","134.05","1404605","184.25","1930574","132.6","1389404","182.45","1911709","1.21","38","3.39","3911"
"SIN","PER","QF","2019","6","13.58","5003.79","166.8","61.56","31.79","19.57","454.01","2271746","547.97","2741914","265.75","1329751","318.09","1591653","39.11","30","6.8","3911"
"SIN","PER","EK","2019","6","0.02","6.7","0.2",,"0","0.03","138.9","931","183.9","1232","138.9","931","183.9","1232","-0.06","0","3.55","3911"
"SIN","PER","9W","2019","6","0.01","5.07","0.2",,"0","0.02","194.71","987","239.68","1215","194.71","987","239.68","1215","0.01","0","4.98","3911"
"SIN","PER","ZZ","2019","6","0","1.36","0",,"0","0.01","1003.13","1364","1049.57","1427","1003.13","1364","1049.57","1427","0.21","0","25.65","3911"
"SIN","PER","JL","2019","6","0","1.16","0",,"0","0","646.96","750","734.94","853","150.86","175","171.38","199","100","0","3.86","3911"
"SIN","PER","SQ","2019","7","64.06","30463.98","982.7","80.03","148.87","119.14","519.15","15815514","592.25","18042244","266.56","8120407","302.74","9222615","74.8","124","6.82","3911"
"SIN","PER","TR","2019","7","22.69","10790.88","348.1","94.01","44.89","42.2","228.85","2469473","285.69","3082876","223.33","2409910","278.62","3006521","3.84","37","5.71","3911"
"SIN","PER","QF","2019","7","13.23","6294.3","203","74.47","33.06","24.62","537.91","3385755","627.32","3948544","327.71","2062701","377.67","2377172","45.71","31","8.38","3911"
"SIN","PER","9W","2019","7","0.01","6.99","0.2",,"0","0.03","230.51","1611","274.99","1922","230.51","1611","274.99","1922","-0.04","0","5.89","3911"
"SIN","PER","JQ","2019","7","0","1.53","0",,"0","0.01","296.71","454","571.33","874","88.77","136","170.93","262","100","0","2.27","3911"
"SIN","PER","ET","2019","7","0","0.57","0",,"0","0","734.72","419","1122.26","640","169.42","97","258.79","148","100","0","4.33","3911"
"SIN","PER","SQ","2019","8","64.93","27868.45","899","73.21","148.87","108.99","471.04","13127044","540.38","15059600","253.2","7056359","290.38","8092370","71.15","124","6.47","3911"
"SIN","PER","TR","2019","8","19.62","8419.59","271.6","94.01","35.03","32.93","149.32","1257196","204.9","1725207","146.61","1234417","201.35","1695260","2.36","30","3.75","3911"
"SIN","PER","QF","2019","8","15.45","6629.57","213.9","78.67","32.96","25.93","419.59","2781681","515.55","3417854","249.06","1651142","300.63","1993073","42.2","31","6.37","3911"
"SIN","PER","ET","2019","8","0.01","2.31","0.1",,"0","0.01","1571.14","3629","2028.41","4686","377.93","873","485.3","1121","100","0","9.66","3911"
"SIN","PER","XX","2019","8","0","1.59","0.1",,"0","0.01","183.53","292","228.16","363","183.53","292","228.16","363","-0.01","0","4.69","3911"
"SIN","PER","SQ","2019","9","62.63","27793.94","926.5","75.44","144.07","108.69","489.85","13614881","558.3","15517347","264.62","7354836","301.75","8386947","68.17","120","6.77","3911"
"SIN","PER","TR","2019","9","22.38","9930.04","331","94","41.31","38.83","140.57","1395907","196.29","1949197","138.06","1370957","192.84","1914887","2.05","33","3.53","3911"
"SIN","PER","QF","2019","9","14.99","6650.96","221.7","81.82","31.79","26.01","466.14","3100248","564.35","3753465","271.51","1805828","323.07","2148703","49.8","30","6.94","3911"
"SIN","PER","MH","2019","9","0.01","2.99","0.1",,"0","0.01","169.36","506","221.13","661","169.36","506","221.13","661","0.03","0","4.33","3911"
"SIN","PER","SQ","2019","10","65.69","34638.62","1117.4","87.29","155.18","135.46","500.87","17349382","568.51","19692355","274.69","9515012","311.64","10794662","69.03","124","7.02","3911"
"SIN","PER","TR","2019","10","19.6","10336.24","333.4","94","43","40.42","174.29","1801499","236.24","2441796","169.9","1756087","230.66","2384177","3.86","37","4.34","3911"
"SIN","PER","QF","2019","10","14.71","7754.49","250.1","92.24","32.88","30.33","499.87","3876261","585.49","4540162","313.2","2428738","363.12","2815813","39.15","31","8.01","3911"
"SIN","PER","YY","2019","10","0","1.69","0.1",,"0","0.01","199.73","338","243.83","412","199.73","338","243.83","412","-0.03","0","5.11","3911"
"SIN","PER","SQ","2019","11","64.65","32216.81","1073.9","83.9","150.17","125.99","449.21","14471973","512.09","16497890","257.81","8305931","294.67","9493340","68.29","120","6.59","3911"
"SIN","PER","TR","2019","11","21.59","10760.3","358.7","90.85","46.32","42.08","112.58","1211407","173.47","1866536","110.5","1189009","170.49","1834507","3.36","37","2.83","3911"
"SIN","PER","QF","2019","11","13.76","6856.8","228.6","84.52","31.72","26.81","409.54","2808168","500.73","3433423","274.35","1881164","327.23","2243740","37.91","30","7.02","3911"
"SIN","PER","ZZ","2019","11","0","1.59","0.1",,"0","0.01","178.1","283","223.77","356","178.1","283","223.77","356","-0.14","0","4.55","3911"
"SIN","PER","SQ","2019","12","56.48","27950.87","901.6","70.44","155.18","109.31","491.54","13739022","563.57","15752283","265.54","7422164","303.63","8486584","67.18","124","6.79","3911"
"SIN","PER","TR","2019","12","28.53","14119.49","455.5","81.52","67.74","55.22","156.48","2209443","218.87","3090343","152.93","2159328","214.32","3026100","3.34","53","3.91","3911"
"SIN","PER","QF","2019","12","14.99","7420.54","239.4","67.57","42.95","29.02","395.17","2932361","481.38","3572102","278.44","2066166","330.08","2449403","36.63","46","7.12","3911"
